NAALAD2	NAALAD2_rna-XM_015280387.2
FKCOSL	FKCOSL_rna-XM_004951023.3
RMND5A	RMND5A_rna-XM_025149729.1
SCARB1	SCARB1_rna-XM_015275624.2
WDR7	WDR7_rna-XM_004948991.3
EME1	EME1_rna-XM_025141851.1
COL4A3	COL4A3_rna-XM_025153680.1
ANKRD13D	ANKRD13D_rna-XM_015272643.2
GLA	GLA_ENSGALT00000007937.6
PGM3	PGM3_ENSGALT00000025559.6
PER3	PER3_rna-XM_004947319.3
MYO1B	MYO1B_rna-XM_004942578.3
SLC25A44	SLC25A44_rna-XM_025143022.1
FAR1	FAR1_rna-XM_015286362.2
STRBP	STRBP_rna-XM_015279424.2
SEPT9	SEPT9_rna-XM_015295145.2
SEH1L	SEH1L_ENSGALT00000050234.2
MUC13	MUC13_rna-XM_025152564.1
FAIM	FAIM_rna-XM_004942964.3
CAMK4	CAMK4_ENSGALT00000088975.2
LYSMD2	LYSMD2_rna-NM_001293244.2
XPOT	XPOT_rna-XM_015281535.2
CTNND2	CTNND2_rna-XM_015282257.2
IMPA1	IMPA1_rna-XM_418310.6
CHIR-AB-600	CHIR-AB-600_rna-XM_025146068.1_shortIntron
ALCAM	ALCAM_rna-NM_205179.1
TRAF2	TRAF2_rna-XM_015279623.2
ODF2L	ODF2L_rna-XM_015290853.2
OR14J1L14	OR14J1L14_rna-XM_015272893.2
IKZF2	IKZF2_rna-XM_025152109.1
UBN2	UBN2_rna-NM_001277750.1
NWD2	NWD2_ENSGALT00000068579.2
SAG	SAG_rna-XM_015277207.2
THPO	THPO_ENSGALT00000046199.3
geneid-LOC112531735	geneid-LOC112531735_id-LOC112531735
HNF4G	HNF4G_rna-XM_015282870.2
XPA	XPA_rna-NM_204853.2
SOAT1	SOAT1_rna-XM_004943239.3
MAFG	MAFG_rna-NM_001079489.1
PLEKHA7	PLEKHA7_rna-XM_025151078.1
ANKRD6	ANKRD6_rna-XM_015284695.2
PLA2G10	PLA2G10_rna-XM_025155074.1
GPNMB	GPNMB_rna-XM_425991.5
FUT9	FUT9_rna-XM_015284664.2
HMCN1	HMCN1_rna-XM_025153030.1
BORCS5	BORCS5_rna-NM_001031357.1
IFNAR1	IFNAR1_rna-XM_015299276.2
SPTBN1	SPTBN1_ENSGALT00000098137.1
PHF20	PHF20_rna-XM_015296267.2
COQ10A	COQ10A_rna-XM_015300297.2
SRGAP2	SRGAP2_rna-XM_004934955.3
LRSAM1	LRSAM1_rna-XM_015279654.2
POC5	POC5_rna-XM_025145262.1
SNX14	SNX14_rna-NM_001039289.1
CHUK	CHUK_ENSGALT00000067794.2
BIN1	BIN1_rna-XM_015289810.2
CCNG1	CCNG1_ENSGALT00000088737.2
ZFYVE28	ZFYVE28_rna-XM_420832.6
VRK3	VRK3_rna-XM_015294754.2
NALCN	NALCN_rna-XM_015274986.2
BIN1	BIN1_rna-XM_015289804.2
CCDC71L	CCDC71L_rna-XM_015275786.2
MMGT1	MMGT1_ENSGALT00000043721.3
SCN5A	SCN5A_rna-XM_015281251.2
IFT74	IFT74_ENSGALT00000104756.1
TTYH2	TTYH2_ENSGALT00000046149.3
PKNOX2	PKNOX2_rna-NM_204226.1
ATP6V1C2	ATP6V1C2_rna-XM_004935760.3
SAMD11	SAMD11_rna-XM_025142516.1
RAB11FIP4	RAB11FIP4_rna-XM_425379.6
SIAH1	SIAH1_ENSGALT00000104238.1
UQCC1	UQCC1_ENSGALT00000076971.2
YJEFN3	YJEFN3_rna-XM_025144383.1
PFKFB4L	PFKFB4L_rna-XM_004944393.3
THEMIS2	THEMIS2_ENSGALT00000043845.3
DISP2	DISP2_rna-XM_025151349.1
TRMT11	TRMT11_rna-NM_204368.1
RALGPS2	RALGPS2_rna-XM_025152814.1
IKZF3	IKZF3_rna-XM_015299502.2
ZNF532	ZNF532_rna-XM_015277399.2
CCDC12	CCDC12_rna-XM_025147150.1
STAG1	STAG1_rna-XM_015291352.2
MARCH8	MARCH8_rna-XM_025151583.1
ZEB2	ZEB2_rna-XM_025152246.1
PAK1	PAK1_rna-XM_015280853.2
NELFB	NELFB_ENSGALT00000013905.4
INPP5D	INPP5D_rna-XM_025153529.1
GPR27	GPR27_rna-XM_003642028.4
ANKRD61	ANKRD61_rna-XM_004945095.3
GFOD2	GFOD2_rna-XM_015292294.2
CELA1	CELA1_rna-XM_025145286.1
SLC5A5	SLC5A5_rna-XM_025144287.1
UBE2E3	UBE2E3_rna-XM_015289437.2
SLC29A1	SLC29A1_rna-XM_419491.6
FANCL	FANCL_ENSGALT00000067764.2
ZBTB8OS	ZBTB8OS_ENSGALT00000005560.5
IBTK	IBTK_rna-XM_419865.6
TP73	TP73_rna-XM_025142626.1
KIAA1257	KIAA1257_rna-XM_004944519.3
USP31	USP31_rna-XM_015294502.2
PIK3CG	PIK3CG_ENSGALT00000013116.4
COQ8A	COQ8A_rna-XM_015283507.2
FAS	FAS_rna-XM_015288354.2
CA15L	CA15L_rna-XM_415218.6
GPR183	GPR183_rna-XM_015274852.2
ZNF292	ZNF292_ENSGALT00000053918.2
SORBS2	SORBS2_rna-XM_015285575.2
GLIPR1L	GLIPR1L_ENSGALT00000016620.6
HECW1	HECW1_rna-XM_015281619.2
DALRD3	DALRD3_ENSGALT00000098927.1
CEP120	CEP120_rna-XM_015280819.2
SOAT1	SOAT1_rna-XM_004943237.3
NR5A2	NR5A2_rna-NM_205078.1
FAM189A1	FAM189A1_rna-XM_015278992.2
PLXNA2	PLXNA2_ENSGALT00000001931.6
PCMT1L	PCMT1L_rna-NM_001277402.1
WDR82	WDR82_rna-NM_001006135.1
COL27A1	COL27A1_rna-XM_025141345.1
CLCNKB	CLCNKB_rna-XM_425749.6
RGS4	RGS4_rna-NM_204385.1
SASH1	SASH1_rna-XM_025149370.1
C5	C5_rna-XM_025141496.1
WRN	WRN_rna-XM_015276198.2
L3MBTL3	L3MBTL3_rna-XM_015284137.2
PHF7L2	PHF7L2_rna-XM_025145033.1
MHCIA3	MHCIA3_rna-XM_025155902.1
BCAN	BCAN_rna-XM_015298418.2
GALNT13	GALNT13_rna-XM_025152448.1
NPTXR	NPTXR_ENSGALT00000082890.2
STS	STS_rna-XM_025146627.1
NFAT5	NFAT5_rna-XM_015292586.2
IRX5	IRX5_rna-XM_015292371.2
SEC31B	SEC31B_rna-XM_001232875.5
HEATR8L3	HEATR8L3_rna-XM_015292867.2
ADAT1	ADAT1_rna-XM_015292608.2
NFYC	NFYC_rna-XM_025143071.1
BTBD10	BTBD10_rna-XM_015286365.2
MGAT4C	MGAT4C_rna-NM_204681.2
CDC42BPA	CDC42BPA_rna-XM_015283518.2
ELAVL4	ELAVL4_rna-XM_015290955.2
GNB1L	GNB1L_rna-XM_025155439.1
ASRGL1	ASRGL1_rna-XM_015284794.2
MOV10L1	MOV10L1_rna-XM_025153862.1
BRD4L	BRD4L_rna-XM_015272925.2
TRIP12	TRIP12_rna-XM_015276970.2
CDK5	CDK5_rna-NM_001135786.1
RBM17	RBM17_rna-XM_015291341.2
CCDC157	CCDC157_rna-XM_025155686.1
KLC4	KLC4_rna-XM_004940150.2
VASN	VASN_ENSGALT00000090507.1
MDM4	MDM4_rna-XM_417957.6
MED30	MED30_ENSGALT00000078811.2
BCL11A	BCL11A_ENSGALT00000074049.2
ANKIB1	ANKIB1_ENSGALT00000050703.2
MFAP3	MFAP3_rna-NM_001012784.2
ZNF512B	ZNF512B_rna-XM_015296423.2
TRAF6	TRAF6_ENSGALT00000012888.6
ATM	ATM_rna-NM_001162400.1
RGS8	RGS8_rna-XM_015290455.2
FAM171B	FAM171B_rna-XM_421851.5
ROMO1	ROMO1_rna-NM_001198821.1
BAG5	BAG5_ENSGALT00000075288.2
AP3M1	AP3M1_rna-XM_015288218.2
MMP11	MMP11_rna-XM_004934502.3
GCK	GCK_ENSGALT00000051467.2
CSF2	CSF2_rna-NM_001007078.1
RGNL	RGNL_rna-XM_015277744.2
FAM49A	FAM49A_ENSGALT00000071971.2
RAPGEF1	RAPGEF1_rna-XM_015279752.2
NCOR2	NCOR2_rna-XM_025155650.1
SLC14A2Z	SLC14A2Z_rna-XM_015277423.2
RIMS1	RIMS1_rna-XM_015284780.2
FZD4	FZD4_rna-NM_204099.1
PML	PML_rna-XM_015279031.2
COX7C	COX7C_ENSGALT00000045264.3
MAPT	MAPT_rna-NM_001199193.1
RIN2	RIN2_rna-XM_004940160.3
WWC2	WWC2_rna-XM_015276544.2
BOC	BOC_rna-XM_015296548.2
MRPS7	MRPS7_rna-XM_015295407.2
TSPAN13	TSPAN13_ENSGALT00000073606.2
GAREM1	GAREM1_rna-XM_419182.5
CNDP1	CNDP1_rna-XM_004935199.3
ASPH	ASPH_rna-XM_025147979.1
C1QB	C1QB_ENSGALT00000084807.2
DNTT	DNTT_rna-XM_015288597.2
BUD13	BUD13_rna-XM_015298025.2
PQLC1	PQLC1_rna-XM_025147628.1
ARSE	ARSE_rna-XM_004938438.3
MAFG	MAFG_rna-XM_015295428.2
NELL2	NELL2_rna-XM_015281255.2
OCM2	OCM2_ENSGALT00000093010.1
PHC3	PHC3_rna-XM_004943491.3
PANK1	PANK1_rna-XM_004942145.3
MBNL2	MBNL2_rna-NM_001163375.1
CLN5	CLN5_ENSGALT00000027349.5
TRIM2	TRIM2_ENSGALT00000014990.5
GSG1L2	GSG1L2_rna-XM_025141692.1
TPCN2	TPCN2_ENSGALT00000012208.6
THSD4	THSD4_ENSGALT00000006501.7
RNF43	RNF43_rna-XM_003642379.4
ST7L	ST7L_rna-XM_025143659.1
MORF4L1	MORF4L1_ENSGALT00000095435.1
EBF3	EBF3_rna-XM_025152039.1
MACROD2	MACROD2_rna-XM_025149218.1
CDCA9	CDCA9_rna-NM_001276338.1
YPEL2	YPEL2_rna-XM_015295780.1
GTDC1	GTDC1_rna-XM_025152222.1
PDCD1LG2	PDCD1LG2_rna-XM_025145071.1
TNFRSF6B	TNFRSF6B_rna-XM_004947134.3
RAB9A	RAB9A_rna-NM_001008678.1
B3GALNT1	B3GALNT1_rna-XM_025153500.1
COL13A1	COL13A1_rna-XM_025151687.1
PLCB4	PLCB4_rna-XM_015283491.2
CEP170	CEP170_rna-XM_015283969.2
URAH	URAH_rna-XM_025154195.1
MUSTN1	MUSTN1_ENSGALT00000036295.3
ZNF804A	ZNF804A_ENSGALT00000040147.5
KMT5B	KMT5B_ENSGALT00000022893.6
GDF10	GDF10_ENSGALT00000009625.7
EME1	EME1_rna-XM_003642358.3
FBXL15	FBXL15_rna-XM_015288467.2
USP34	USP34_rna-XM_025148615.1
POLE	POLE_rna-XM_001233984.5
LMO3	LMO3_rna-XM_025141803.1
RMI1	RMI1_rna-NM_001031612.2
CD244	CD244_rna-XM_025143554.1
MAFG	MAFG_rna-XM_015295430.2
WASF1	WASF1_rna-XM_419791.6
DNAJC5B	DNAJC5B_ENSGALT00000056648.2
WDR31	WDR31_ENSGALT00000083067.2
SCUBE1	SCUBE1_rna-XM_015291284.2
CZH9ORF40	CZH9ORF40_rna-XM_001231460.4
AMOTL1	AMOTL1_ENSGALT00000054573.2
CDH23	CDH23_rna-XM_015288255.2
PI4K2B	PI4K2B_rna-XM_025149695.1
AAK1	AAK1_rna-XM_025142917.1
MFAP2	MFAP2_rna-XM_025142659.1
LZIC	LZIC_rna-XM_015296891.2
COQ2	COQ2_ENSGALT00000064436.2
TSC22D2	TSC22D2_rna-XM_015291852.2
MAP1A	MAP1A_ENSGALT00000013724.6
EPB41	EPB41_rna-XM_015297618.1
KIAA1328	KIAA1328_rna-XM_015277303.2
FYN	FYN_rna-XM_015284499.2
LYPLA2	LYPLA2_rna-XM_015297673.2
METTL15	METTL15_rna-XM_025150641.1
GNAO1	GNAO1_rna-XM_015279145.2
MELK	MELK_rna-NM_001031509.1
HECW1	HECW1_rna-XM_025147588.1
FBF1	FBF1_rna-XM_025141621.1
HUS1	HUS1_rna-XM_426029.6
PCBD2	PCBD2_rna-XM_025154780.1
AMY2A	AMY2A_rna-XM_025152779.1
ERICH6B	ERICH6B_rna-XM_417042.6
SUPT20H	SUPT20H_rna-XM_015277745.2
SEPT12	SEPT12_rna-XM_004945417.3
SESN2	SESN2_ENSGALT00000080306.3
SCAF11	SCAF11_rna-XM_015281282.2
TRAF3	TRAF3_rna-XM_004936343.3
MARCH6	MARCH6_rna-XM_015282249.2
RABIF	RABIF_rna-XM_419250.6
DNM1	DNM1_rna-XM_015279552.2
TMPRSS9	TMPRSS9_rna-XM_425880.6
DLST	DLST_ENSGALT00000067610.2
TPSNRL	TPSNRL_rna-XM_015302263.2
GPAT3	GPAT3_rna-XM_015276269.1
STXBP5	STXBP5_rna-XM_015284281.2
CTIF	CTIF_rna-XM_015277403.2
ARL6	ARL6_rna-XM_025149361.1
NEUROG2	NEUROG2_rna-NM_204796.1
PPP1R12A	PPP1R12A_rna-NM_205123.1
MTMR3	MTMR3_rna-NM_001305666.1
NLGN4L	NLGN4L_rna-XM_015274034.2
ASAP2	ASAP2_rna-XM_015276070.2
CMBL	CMBL_rna-XM_025147715.1
MAP3K6	MAP3K6_rna-XM_025143099.1
FAM169B	FAM169B_rna-XM_015292270.2
ZDHHC20	ZDHHC20_ENSGALT00000070093.3
HNRNPA3	HNRNPA3_rna-XM_025152380.1
GTF2H5	GTF2H5_rna-XM_015284124.2
IDS	IDS_rna-XM_015278305.2
ARNT	ARNT_rna-XM_015279990.2
SIPA1L2	SIPA1L2_rna-XM_015284397.2
FAM43B	FAM43B_ENSGALT00000042930.4
KNDC1	KNDC1_ENSGALT00000106664.1
C21H1orf174	C21H1orf174_rna-XM_417541.6
COL2A1	COL2A1_rna-NM_204426.1
RCHY1	RCHY1_rna-NM_001080888.1
PTPRD	PTPRD_rna-XM_015280157.2
CMC2	CMC2_rna-XM_025154228.1
TPM1	TPM1_rna-XM_015278792.2
THNSL1	THNSL1_rna-XM_015282044.2
TRMT61A	TRMT61A_ENSGALT00000018785.6
N4BP2L1	N4BP2L1_rna-XM_417110.6
TAF2	TAF2_ENSGALT00000074276.2
ZBTB8AL	ZBTB8AL_rna-XM_015297856.2
NKAIN3	NKAIN3_ENSGALT00000101818.1
CD14	CD14_rna-NM_001139478.1
NMNAT2	NMNAT2_rna-XM_001234669.5
C11orf88	C11orf88_rna-XM_025143321.1
MLXIP	MLXIP_rna-XM_025155682.1
TEAD1	TEAD1_rna-XM_025150621.1
SGMS1	SGMS1_rna-XM_025151463.1
LITAF	LITAF_ENSGALT00000005095.2
SERAC1	SERAC1_ENSGALT00000022317.6
ATP11C	ATP11C_ENSGALT00000105191.1
ens-2	ens-2_ENSGALT00000096392.1
STRA8	STRA8_rna-XM_015289566.2
PLCH1	PLCH1_rna-XM_025153772.1
OR11A1	OR11A1_rna-XM_004943606.3
KIAA1549	KIAA1549_rna-XM_015287597.2
ST8SIA5	ST8SIA5_rna-XM_004949031.3
DNMT3A	DNMT3A_rna-XM_025148789.1
ELMO2	ELMO2_rna-XM_015296558.2
FNDC4	FNDC4_rna-XM_015285034.2
MPP2	MPP2_rna-XM_015299623.1
HOXB5	HOXB5_rna-NM_001025355.1
gga-mir-12282	gga-mir-12282_rna-XM_015291114.2
MUS81	MUS81_rna-XM_025145519.1
TMED3	TMED3_rna-NM_001293297.1
CDH8	CDH8_rna-XM_025154212.1
PPP1R21	PPP1R21_rna-XM_015278068.2
CRYZL1	CRYZL1_rna-XM_004934526.3
NSUN6	NSUN6_rna-XM_004939249.3
ALDH3A2	ALDH3A2_rna-XM_015295774.2
USP45	USP45_rna-XM_025148744.1
PRRX1	PRRX1_rna-XM_015290230.2
CHL1	CHL1_rna-XM_025154587.1
KIAA1211L	KIAA1211L_rna-XM_004938495.3
EDEM3	EDEM3_rna-XM_422293.6
OLAH	OLAH_rna-XM_418634.5
CNKSR2	CNKSR2_ENSGALT00000026441.6
DOCK3	DOCK3_rna-XM_015292907.2
SMCO4	SMCO4_rna-NM_001164340.3
CALCRL	CALCRL_ENSGALT00000107175.1
MYT1	MYT1_rna-XM_025142349.1
FAM134B	FAM134B_rna-XM_003640778.4
ANXA5	ANXA5_rna-XM_015276316.2
KIF28P	KIF28P_rna-XM_025149270.1
SLC24A3	SLC24A3_rna-XM_015283393.2
PTGES2	PTGES2_rna-XM_415498.6
KLF12	KLF12_ENSGALT00000047570.2
ITGA11	ITGA11_rna-XM_015292219.2
XAF1	XAF1_rna-XM_004946814.2
PIGF	PIGF_rna-XM_004935371.3
PAX2	PAX2_rna-XM_025151473.1
MFAP3L	MFAP3L_rna-XM_025150166.1
DCBLD1	DCBLD1_rna-XM_015284488.2
GCDH	GCDH_ENSGALT00000103318.1
SEC22C	SEC22C_rna-XM_004939071.3
LPAR6	LPAR6_rna-NM_205199.2
OLA1	OLA1_rna-NM_001031254.2
SRR	SRR_rna-XM_025142068.1
AOAH	AOAH_rna-XM_004939533.3
SNX9	SNX9_rna-XM_015284223.2
ADK	ADK_rna-NM_001006501.1
MAP3K4	MAP3K4_rna-XM_015284326.1
IP6K1	IP6K1_ENSGALT00000003959.6
TRAK1	TRAK1_rna-XM_025147507.1
PCMTD1	PCMTD1_ENSGALT00000085374.2
MPO	MPO_rna-XM_015295930.2
SIDT1	SIDT1_rna-XM_004938161.3
IVNS1ABP	IVNS1ABP_rna-XM_004949879.3
SSR2	SSR2_rna-XM_015280006.2
DCP1A	DCP1A_rna-XM_025154556.1
DNAJC13	DNAJC13_ENSGALT00000049891.2
RSPH10B	RSPH10B_rna-XM_004945100.3
MAP7D1	MAP7D1_rna-XM_025143126.1
FBXO21	FBXO21_ENSGALT00000013355.5
MAGI3	MAGI3_rna-XM_015298932.1
FBN2	FBN2_ENSGALT00000057917.2
DYRK1A	DYRK1A_ENSGALT00000025866.4
CCM2L	CCM2L_ENSGALT00000010473.6
C9H3orf80	C9H3orf80_rna-XM_025153631.1
C10H15ORF58	C10H15ORF58_rna-XM_015292192.2
TTC26	TTC26_rna-XM_416208.6
GPR1	GPR1_rna-XM_004942654.3
TACR1	TACR1_rna-NM_204868.1
SLC25A34	SLC25A34_ENSGALT00000057880.3
CAMSAP1	CAMSAP1_ENSGALT00000002593.6
WBP2NL	WBP2NL_rna-XM_015289101.2
TMED8	TMED8_rna-XM_015287398.2
SHISA6	SHISA6_rna-XM_025141681.1
ZFC3H1	ZFC3H1_ENSGALT00000049117.2
PIGU	PIGU_ENSGALT00000090850.1
GIT1	GIT1_ENSGALT00000039622.4
NCOA5	NCOA5_rna-XM_025142288.1
CSNK2A1	CSNK2A1_rna-XM_015296419.2
SEPT10	SEPT10_ENSGALT00000027142.6
TP53I3	TP53I3_rna-XM_419987.5
FAM199X	FAM199X_rna-XM_003641087.4
TACC2	TACC2_rna-XM_025151734.1
SLC5A11	SLC5A11_rna-XM_414862.6
CCT6A	CCT6A_rna-NM_001006216.1
DOCK11	DOCK11_rna-XM_015278444.2
PDLIM5	PDLIM5_rna-XM_025149674.1
ABCG8	ABCG8_rna-XM_015283834.1
DRC1	DRC1_rna-XM_420016.6
PREPL	PREPL_rna-XM_025148678.1
HNRNPH2	HNRNPH2_rna-XM_025154795.1
MPHOSPH10	MPHOSPH10_rna-XM_015278998.2
SENP7	SENP7_rna-XM_015297104.2
PCDH17	PCDH17_rna-XM_015276826.2
CACNB4	CACNB4_rna-NM_001305679.1
ZHX3	ZHX3_rna-XM_015296752.2
PPAT	PPAT_ENSGALT00000022312.5
RBFOX2	RBFOX2_rna-XM_025155501.1
LSM5	LSM5_rna-NM_001302170.1
RREB1	RREB1_ENSGALT00000101729.1
PLCG1	PLCG1_rna-XM_025142415.1
FAM208A	FAM208A_rna-XM_015293396.2
ARPC1A	ARPC1A_ENSGALT00000040792.3
ARL14EP	ARL14EP_ENSGALT00000040146.4
CHL1	CHL1_rna-XM_015293212.2
ADRA2BL2	ADRA2BL2_rna-XM_025154909.1
RAB12	RAB12_ENSGALT00000078042.2
SNRPE	SNRPE_ENSGALT00000000190.6
EEF1B2	EEF1B2_rna-NM_204901.2
CECR5	CECR5_rna-XM_004937949.3
MDFI	MDFI_ENSGALT00000067760.3
POMT2	POMT2_ENSGALT00000073797.2
MRVI1	MRVI1_rna-XM_015286445.2
CFAP69	CFAP69_rna-XM_025148428.1
PPCS	PPCS_ENSGALT00000095241.1
NEBL1	NEBL1_rna-XM_025152541.1
COPS2	COPS2_rna-XM_015292009.2
SPAG9	SPAG9_rna-XM_015295547.2
EPHA5	EPHA5_rna-XM_015276146.2
NR1D1	NR1D1_ENSGALT00000106309.1
PAPD7	PAPD7_ENSGALT00000101472.1
HYI	HYI_ENSGALT00000048270.2
TAPT1	TAPT1_rna-NM_001031161.2
RTKN2	RTKN2_rna-XM_025151533.1
FRRS1	FRRS1_rna-XM_004936557.3
SRGAP2	SRGAP2_rna-XM_025143892.1
DHRS7C	DHRS7C_ENSGALT00000081588.2
MSANTD2	MSANTD2_rna-XM_015298056.2
NAP1L4	NAP1L4_rna-XM_025150690.1
IER5	IER5_ENSGALT00000039676.4
ARPP19	ARPP19_rna-XM_025153873.1
C16orf89	C16orf89_ENSGALT00000107140.1
EIF2AK3	EIF2AK3_rna-XM_420868.6
PAG1	PAG1_rna-XM_015282858.2
DISP1	DISP1_rna-XM_015283903.2
CMKLR1	CMKLR1_ENSGALT00000101225.1
EXOC6	EXOC6_rna-XM_015288610.2
FUS	FUS_rna-NM_001001531.1_shortIntron
ASXL2	ASXL2_rna-XM_025148791.1
ZNF302	ZNF302_rna-XM_015295130.2
FXR1	FXR1_rna-XM_015291423.2
RGS8	RGS8_rna-XM_015290451.2
MIER1	MIER1_rna-XM_015291035.2
RADX	RADX_ENSGALT00000014623.7
SNX11	SNX11_rna-XM_015299491.2
PEX2	PEX2_rna-NM_001008454.1
ADGRL2	ADGRL2_rna-XM_025152859.1
RAB11FIP3	RAB11FIP3_rna-XM_015294706.2
CCDC186	CCDC186_ENSGALT00000014566.6
IMP3	IMP3_rna-XM_015285172.2
ENTPD3	ENTPD3_rna-NM_001321564.1
RAB3GAP1	RAB3GAP1_ENSGALT00000019948.5
NMRK1	NMRK1_rna-XM_004949170.3
H2AFY2	H2AFY2_rna-XM_015288211.2
ANKRD27	ANKRD27_rna-XM_015292437.2
EPB41	EPB41_rna-XM_025142965.1
ND3	ND3_ENSGALT00000049217.1
B3GALT5	B3GALT5_ENSGALT00000025981.6
KHDRBS2	KHDRBS2_rna-XM_426201.6
FSD1L	FSD1L_rna-XM_004949354.3
RAD23B	RAD23B_rna-XM_025144853.1
SLC46A1	SLC46A1_rna-XM_015295757.1
TMPRSS11F	TMPRSS11F_rna-XM_004941191.3
MAGI1	MAGI1_rna-XM_015293265.2
RIMS1	RIMS1_rna-XM_015284769.2
PARK7	PARK7_rna-XM_015296819.2
RIPK1	RIPK1_ENSGALT00000037211.5
ACVR2A	ACVR2A_rna-NM_205367.1
FNIP2	FNIP2_rna-XM_015285334.2
PPP2R3A	PPP2R3A_rna-XM_004936921.3
FAM234B	FAM234B_rna-NM_001012812.1
KLHL14	KLHL14_rna-NM_001012866.1
ZNF438	ZNF438_rna-XM_025148331.1
BICC1	BICC1_rna-XM_015287964.2
KCNC4	KCNC4_ENSGALT00000000545.6
EED	EED_rna-NM_001031376.1
CNTN4	CNTN4_ENSGALT00000013444.6
ZUFSP	ZUFSP_rna-XM_015284587.2
SPON2	SPON2_rna-XM_004936233.3
RCBTB1	RCBTB1_rna-XM_015276341.2
FABP3	FABP3_ENSGALT00000079773.2
SLC9A9	SLC9A9_rna-XM_025153339.1
NEBL1	NEBL1_rna-XM_025152535.1
CUBN	CUBN_rna-XM_025148394.1
VSIG1	VSIG1_rna-NM_001001745.1
GTF3C4	GTF3C4_rna-XM_415450.6
FBXO25	FBXO25_rna-XM_004940488.3
FAM178B	FAM178B_rna-XM_025142836.1
NUDT13	NUDT13_rna-XM_004942023.3
PPFIA2	PPFIA2_rna-XM_025154471.1
TNFRSF11A	TNFRSF11A_rna-XM_004939689.3
RHBDD1	RHBDD1_rna-XM_015277000.2
TDG	TDG_ENSGALT00000052099.2
SHROOM3	SHROOM3_rna-XM_004941163.3
SOCS7	SOCS7_ENSGALT00000102838.1
NTL	NTL_rna-XM_025151789.1
AVL9	AVL9_rna-XM_418848.6
GNE	GNE_rna-XM_015280421.2
ZNF644	ZNF644_rna-XM_015290678.2
MBNL1	MBNL1_rna-NM_001163326.2
ARHGAP45	ARHGAP45_rna-XM_015299930.2
ATP6V1A	ATP6V1A_rna-XM_015294470.2
KLHL1	KLHL1_rna-XM_416994.5
NT5C3A	NT5C3A_rna-NM_204436.2
GRK4	GRK4_ENSGALT00000025226.5
RNASEL	RNASEL_rna-NM_001031267.1_shortIntron
TMEM255B	TMEM255B_rna-XM_025146705.1
PECAM1	PECAM1_rna-XM_025141759.1
TNS3	TNS3_rna-XM_015275852.2
FURIN	FURIN_ENSGALT00000013581.7
SDCBP	SDCBP_rna-XM_015282672.2
ZDHHC7	ZDHHC7_rna-XM_025154279.1
KCNJ6	KCNJ6_rna-XM_004934546.3
SOX2	SOX2_ENSGALT00000068561.3
PHF20	PHF20_rna-XM_025142361.1
PCNT	PCNT_rna-XM_025152464.1
OLA1	OLA1_ENSGALT00000015187.7
CTDSPL2	CTDSPL2_ENSGALT00000082078.2
DENND1A	DENND1A_rna-XM_025141326.1
ONECUT1	ONECUT1_rna-XM_015291888.2
ZNF532	ZNF532_rna-XM_015277396.2
GPR156	GPR156_rna-XM_025143459.1
HIST1H101	HIST1H101_ENSGALT00000051001.2
GRM3	GRM3_rna-XM_015299810.2
EXOC6	EXOC6_rna-XM_015288612.2
PHC3	PHC3_rna-XM_426714.6
SLC7A2	SLC7A2_rna-XM_015285434.2
BFAR	BFAR_rna-XM_004945083.3
HEBP1	HEBP1_rna-NM_001030754.1
CCDC12	CCDC12_rna-XM_025147149.1
RPS3A	RPS3A_rna-NM_001082417.2
TMEM241	TMEM241_rna-XM_025147896.1
KCNK2	KCNK2_ENSGALT00000015766.6
ROMO1	ROMO1_ENSGALT00000044811.2
MAT2A	MAT2A_rna-XM_025142868.1
RNF208	RNF208_rna-XM_015279635.2
PRKCA	PRKCA_rna-XM_025141605.1
GLCE	GLCE_rna-XM_025153879.1
WISP2	WISP2_rna-XM_417370.6
LTBP2	LTBP2_rna-XM_015287676.2
CPEB3	CPEB3_ENSGALT00000064922.2
RNF150	RNF150_ENSGALT00000032250.5
SH3BGRL3	SH3BGRL3_rna-XM_004947668.3
DST	DST_rna-XM_015284873.2
SELENOK	SELENOK_ENSGALT00000008659.6
CDH22	CDH22_rna-XM_004947207.3
TPK1	TPK1_ENSGALT00000061461.2
FK27	FK27_rna-XM_423559.6
TMEM184B	TMEM184B_rna-XM_015285273.2
ACSS2	ACSS2_rna-XM_025142423.1
SPOP	SPOP_ENSGALT00000016159.6
CPB1	CPB1_ENSGALT00000011059.6
TNNT3	TNNT3_rna-XM_015286562.2
MANBAL1	MANBAL1_rna-XM_025142418.1
SAMD12	SAMD12_rna-XM_015283056.2
ZC3H12D	ZC3H12D_rna-XM_015284274.1
LYPLA2	LYPLA2_ENSGALT00000006375.5
DCP1B	DCP1B_rna-XM_004937947.2
MOV10L1	MOV10L1_rna-XM_025153858.1
PIGK	PIGK_rna-NM_001031278.1
GNMT	GNMT_rna-XM_015283546.2
RALGAPB	RALGAPB_rna-NM_001030846.2
GATAD1	GATAD1_rna-NM_001277498.1
RNF24	RNF24_rna-XM_003641262.4
USP44	USP44_rna-XM_025154846.1
TCD8AL3	TCD8AL3_rna-XM_025150121.1
EYA2	EYA2_rna-XM_025142169.1
CCDC113	CCDC113_rna-XM_025154243.1
MRM2	MRM2_rna-NM_001277545.1
PDK3	PDK3_rna-NM_001006259.1
VPS37B	VPS37B_ENSGALT00000005939.5
